branch-load-misses,branch-misses,iTLB-load-misses,dTLB-load-misses,dTLB-store-misses,L1-icache-load-misses,L1-dcache-load-misses,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.all_demand_miss,l2_rqsts.demand_data_rd_miss,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.rfo_miss,cache-misses,LLC-load-misses,LLC-store-misses,CPI
1570577,1546780,579,1397,603,14123,22718054,102817694,22776,525796,324765,44994721,21204,163867,675703,27708,36431,2.38
1529078,1520874,448,1337,526,18910,22378108,109598059,23686,480189,327999,59130344,21287,145892,759512,28866,52389,2.38
1360678,1417542,755,1819,790,17846,23130449,87044289,21368,428108,270357,109595261,14323,111253,1716903,86430,80466,2.2
1580665,1552145,309,2245,799,23739,25118326,63484916,16413,402930,310866,111582187,22188,155534,2635628,79214,61458,2.25
1432465,1439891,568,1518,640,18861,25944519,52262329,21229,514528,315735,74390204,20946,152808,2681694,131073,76457,2.11
1244261,1280232,694,1413,422,20136,27342718,40923505,20425,514883,317947,68511474,19687,131453,2281372,82118,61363,2.22
1369422,1385693,832,1293,439,21539,24611147,52942839,10782,491389,340960,47134483,18303,148333,1261291,58942,75679,2.05
1359428,1353123,552,1689,762,20771,26149916,43598851,18747,506618,341095,47219471,17740,177261,708498,30219,50132,2.31
1349836,1379843,769,1858,848,14790,25282299,72355931,22467,500244,317719,48122140,25115,182595,393318,21802,50920,2.35
1357451,1360537,795,1741,773,22489,26236614,47805843,20395,504529,318922,40824843,13592,164749,493891,26601,37751,2.41
1547430,1493190,966,1761,711,20213,26685630,59986664,20188,519796,319789,47885084,10770,159530,714949,29529,49942,2.37
1539320,1497711,745,1715,899,25903,24356762,83360659,21852,541412,343226,50727262,11959,150534,667645,34579,47134,2.38
1587200,1555551,523,1378,766,19762,23640708,93323286,23075,502990,333029,65275351,10826,131684,579709,33178,45807,2.39
1594428,1565248,672,2041,824,25927,24951067,72582426,21606,477871,305545,96435285,12570,134327,792150,38851,56434,2.37
1380317,1350545,723,957,780,19953,25975063,62256988,21507,485734,307273,103223033,13080,125582,2097526,58055,73216,2.29
1640882,1608184,485,1092,556,19251,26918588,45277937,16182,473069,327059,70540035,23203,160691,3055937,160942,90482,2.04
1498498,1492154,476,1514,481,16797,27888684,46615086,19564,511051,330987,55671701,18180,166370,1787295,54607,90293,2.17
1451019,1470432,623,1666,472,28007,27537647,49259960,18970,521862,322501,43641042,23179,146426,1027869,63978,67348,2.15
1349219,1405629,698,1970,728,30954,27567860,50167074,25373,551261,334777,45051825,20624,184462,679980,42015,26103,2.32
1398233,1453585,828,2197,661,34411,26961576,53413504,25377,543906,353139,40633378,19498,165732,341418,19673,26788,2.35
1470709,1462531,961,4415,1330,64292,24797899,83230809,45548,522247,299279,61494378,30438,141179,547349,33506,41631,2.37
1487042,1469968,954,2240,653,36792,23164678,67851559,36096,547252,347814,50273403,15408,135406,362767,23078,21112,2.39
1451106,1452953,834,2726,731,44252,20397532,110367464,34533,436731,335182,71003118,31003,179014,1043039,26134,55556,2.35
1563650,1530585,665,1995,830,31985,21849889,119924950,43031,423302,277970,72938591,33248,159406,1056312,36468,39210,2.37
1483599,1485508,480,1367,613,25921,25254437,75482999,35672,442338,267046,101284282,26063,148413,1316333,58213,73889,2.12
1537910,1566163,544,1863,762,19844,26396312,50442235,33240,479183,274872,125019426,26391,95203,3792315,132197,76032,2.15
1438081,1383123,636,2076,858,32577,26612833,44793001,25879,515785,312759,66181278,21637,115453,2345005,120614,79098,2.03
1518266,1506303,527,1740,560,22201,28144893,47923865,20846,496984,341323,49364126,25505,166535,1694670,96951,66246,1.97
1387461,1434488,569,2117,807,24991,27916143,48422140,23714,569744,324257,47312876,25150,157058,1078639,58237,61332,2.01
1296939,1341108,828,1912,648,25523,27528297,48718304,24800,556237,348873,44664900,18498,174242,749097,43412,45047,2.31
1335095,1307367,782,2708,891,34656,27635364,47522411,31230,559847,345314,42116234,13697,154212,405963,22403,38079,2.35
1449794,1401202,723,3201,811,37916,25700056,53740506,31988,564874,340500,43533283,11165,149571,385448,24818,22525,2.4
1496736,1467333,1013,4048,937,41429,24450305,63212153,38063,585369,351722,59457437,20475,121587,1007792,53263,58942,2.27
1559518,1541202,684,2671,1068,43411,23500965,102629102,38765,553235,350249,50984847,21122,146974,389280,22587,13982,2.4
1557190,1612466,823,3505,953,39526,23472305,104737840,25076,483557,331297,68508515,39338,151052,1446907,76756,65251,2.19
1598887,1580861,522,1505,969,24188,23840135,101753290,21679,375859,257481,135171848,36142,173223,1379374,45687,46064,2.37
1594233,1581075,615,1686,841,18096,26871291,60696807,25246,447119,290372,105208979,27279,167050,2235199,88287,53895,2.31
1567411,1569248,397,2184,882,21255,28195346,45060682,14894,519531,313436,78524319,26026,164153,2506874,141348,74395,2.12
1379942,1423436,732,2372,967,23711,27131663,49996571,20223,526306,341450,58597803,20436,175130,1882670,146333,72602,2.1
1394343,1382782,569,1662,896,20793,27566808,45361542,19382,540800,352528,42947291,19402,153970,801080,43872,84409,2.1
1374001,1397135,899,2137,978,26551,28116498,41692117,24627,552968,335484,46261305,11200,174684,710523,59101,59143,2.27
1350068,1384153,498,1920,820,21457,26907452,43765664,19998,535632,355500,48195036,15490,135958,701608,26201,45550,2.34
1373133,1399169,669,1939,783,22780,26723734,44051444,11572,528265,371956,46449910,20732,150559,520134,28316,38292,2.38
1468231,1492496,676,1490,833,22331,23196083,69643945,11598,471663,351019,47606167,21982,173798,314419,26284,36823,2.4
1496756,1503818,748,1714,763,24367,23189495,106982747,12517,454464,325689,54947955,20233,166578,1892659,67824,89947,2.14
1622095,1581873,328,1089,606,17372,25353310,94675589,15987,417071,301919,87471461,22124,167306,515917,30888,42901,2.39
1581802,1566751,448,1280,488,22977,24388305,97190892,22577,449691,306877,85246360,22269,151037,1320822,68484,70110,2.22
1493759,1536431,556,1772,455,22386,26985869,56991978,18475,503045,317318,88003668,22621,146648,2145108,80978,67383,2.25
1366113,1362558,540,1566,481,20934,27008193,50449036,26492,505123,321630,60828591,20188,149946,1962799,95890,86747,2.15
1388181,1420242,795,2013,586,20578,27382878,41715328,15963,558795,341432,52450548,20799,118208,1747996,73805,75970,2.19
1304049,1286185,795,1800,485,19007,27185693,47152250,11341,479307,340182,45802772,16725,163867,594792,33937,53684,2.21
1387837,1382313,740,1712,535,18056,27599605,51049626,11287,480390,349251,50640206,19289,160807,215968,19175,22622,2.42
1332382,1291411,929,2771,594,24897,26070948,50035796,17133,499598,344578,50675041,20362,185558,612695,19272,22211,2.33
1481966,1441365,816,2167,456,21171,25071218,65213956,20363,492663,326366,49472420,23113,181039,665819,27168,26542,2.4
1519552,1479381,704,2352,798,25243,22102566,108913997,43532,490676,287869,92389612,46364,146400,1328384,47800,50944,2.37
1536128,1568678,795,2558,1185,35991,21370132,126816577,25890,450783,284246,75857237,11145,122501,747046,29590,38476,2.38
1561184,1550019,784,1727,692,16466,24565391,88495989,26278,460247,292818,87175491,12001,126476,1239270,42758,56213,2.37
1548406,1573910,689,2134,822,22493,26355985,50240422,13078,467889,306981,94626931,22695,144189,380109,36385,45671,2.36
1524285,1530563,561,3140,698,15845,27212370,46654760,15639,501031,318448,94265842,18536,122429,2379843,151274,77979,2.16
1521328,1491915,661,1913,808,20104,27440895,45334846,9194,491859,350399,61946429,19494,144655,2245758,104268,81388,2.04
1505202,1492525,603,1863,795,27530,27823145,45597695,12592,481973,343500,50971148,21718,167036,1264092,74363,74011,2.07
1426724,1446344,720,1943,624,41054,27894313,47242051,29018,536080,341784,48824085,19168,174266,968317,45711,55628,2.14
1393133,1428553,821,2287,775,36148,27019039,52046659,29403,569505,335046,39773537,20214,162935,562335,33858,51787,2.27
1415072,1446475,669,2784,720,35611,26891957,49971467,32834,590188,351520,40262973,22089,158754,434010,24434,20523,2.38
1449095,1452578,874,2959,874,42964,24198376,105724474,41691,515616,319267,50966911,22809,144278,395788,23158,37364,2.36
1552100,1498261,800,3164,857,41118,21793916,98619539,41262,573418,350643,49356035,14048,135695,390264,25978,7841,2.4
1483762,1461554,578,2712,969,41150,23460190,94241903,40720,529900,333707,55707786,12870,136625,400019,25743,25104,2.43
1582840,1593764,636,2210,822,19790,24834445,89526961,20604,498891,294936,99050624,38497,145289,619412,35437,30606,2.38
1496784,1511808,719,3443,810,21919,26543954,66825090,41736,523988,315973,104680073,19790,134931,1338252,46697,52402,2.27
1519513,1538667,422,2916,759,18121,27145565,45067650,11333,518699,347576,89200285,41708,150047,1210201,52321,67288,2.29
1532146,1528224,359,2791,724,19343,26823030,46986917,12444,511259,359488,68137764,33552,145404,2071836,126265,71113,2.1
1482209,1451861,879,2257,988,16344,27816142,45952268,13694,539215,364167,57123451,34261,168322,947283,86046,82682,2.1
1416329,1406895,732,2215,1122,26701,27892754,48549949,11051,481003,348700,49344341,24287,184233,791616,36577,62267,2.16
1383724,1382313,1013,2671,1473,25337,27749954,48070503,25074,510610,357940,50610468,31428,181211,396944,21288,38329,2.31
1386063,1379019,1091,3402,1384,47894,27013636,62749840,42636,501699,315730,73150884,50060,187457,805564,30239,32734,2.34
1461820,1485084,565,2319,830,27640,24054897,92402313,24468,490950,314323,61193401,28456,171522,699349,34138,60358,2.34
1502761,1511721,622,2036,803,21247,22972049,83791882,21182,502799,313927,55962013,11848,161460,566556,27876,55104,2.38
1598168,1564450,445,1520,754,21313,25671752,72773938,28400,507386,304096,81424585,14226,138245,1385237,61876,84064,2.24
1586242,1567690,507,2440,875,22818,25558930,61557941,23833,448555,291582,107139712,13228,126455,1156008,43730,83615,2.33
1682398,1804046,464,2122,807,19913,26780006,49252131,21281,512572,314304,109409511,14856,117639,2304138,115841,79730,2.29
1500391,1538480,376,2658,789,18915,26758608,46879230,19251,490987,323929,71197588,13001,121698,2395215,117834,84598,2.1
1535168,1509471,623,1326,690,18561,27671654,47766439,10330,492237,331456,73171671,25309,147572,1632491,88770,83864,2.06
1464108,1459412,620,1822,574,19126,27977544,48448738,18487,486539,344075,49800711,24617,177366,1180884,48276,77554,2.05
1412640,1420319,762,1931,615,28849,27861408,48351836,24692,533144,338503,47154599,15920,173647,718054,31565,70961,2.26
1359814,1364034,908,2701,640,30269,27325909,50818820,23025,576999,362034,45119093,21800,165688,372240,19815,36454,2.36
1350551,1390346,624,2351,741,38967,25380395,52359038,26443,547954,360325,40294460,19295,159437,332239,20762,17106,2.4
1483843,1467968,620,1852,486,37480,25727603,64320576,23658,531443,342294,42196729,10826,152522,354158,21242,7579,2.4
1525844,1479708,501,1543,460,27212,23121158,96684718,24851,512771,310483,51740213,11272,138199,392421,24404,22339,2.4
1566793,1540755,896,2576,720,35137,22365185,104718967,43358,497245,321042,71071353,13513,134855,515641,29142,20265,2.39
1538255,1579524,878,1722,472,24247,24787737,75454058,20536,465164,312186,106010822,37052,155480,448495,44179,40907,2.37
1524046,1562437,846,1910,437,20323,26853220,54460251,20300,511346,321353,111526220,39905,137853,1894155,83460,63375,2.33
1527895,1524271,406,2369,414,15915,27121765,43415882,14242,486003,324975,78466559,38393,139476,2134459,144745,71098,2.12
1510880,1482875,908,2063,468,16920,27650315,55438392,13011,473064,329468,70210114,26850,151849,1608921,133591,51487,2.03
1436034,1449662,913,2065,691,24008,28096881,46276669,20114,513243,329423,66427887,37545,172154,1745542,60367,71449,2.05
1317778,1377644,544,2273,753,35756,27278223,48901588,19578,556606,347683,43622434,22633,176711,668353,32575,52675,2.29
1295003,1318068,842,2652,871,36341,27405752,46904096,24820,529779,347909,41316288,18078,165110,549017,20558,30945,2.28
1421157,1420033,699,3224,937,41342,26330546,49175197,25428,538457,342446,41352726,21049,163102,607357,26267,19500,2.38
1528948,1524412,797,4025,741,45987,24797023,65682901,31344,550418,338645,43723190,13842,153473,666669,24476,28978,2.4
1470559,1476769,789,2816,942,44524,23075857,99170681,31013,512732,313928,49064673,13800,138908,732368,31659,49541,2.39
1472640,1484289,913,1744,722,29710,23503243,99487730,14294,451532,348813,64912512,23057,158847,98669,28355,38774,2.38
1521178,1536856,452,2297,587,19797,25129300,71563682,13312,426206,318455,104388959,22003,163467,314135,38146,48236,2.35
1565441,1545937,695,2513,823,23773,26231215,59386491,11010,430977,308686,104822467,21682,149226,2091704,56940,51149,2.26
1561474,1551676,527,1548,422,19971,27658388,44441837,18474,476040,306883,83909593,20836,154962,2665717,133935,68602,2.07
1469345,1493055,493,1930,443,19965,27409118,49549121,22421,545387,327030,54556707,16896,157828,2049366,103307,81727,2.16
1384154,1423632,628,1533,431,19894,26733921,50947830,23071,543012,336455,58341270,20247,136947,1263421,61816,66188,2.2
1361004,1368417,816,1963,435,23988,24667033,57949088,26420,569324,348540,47686147,14335,151490,987938,54148,38212,2.3
1367878,1383259,577,1582,448,18858,26104473,43027110,10897,556843,365249,46752348,27571,146736,335324,18361,25874,2.36
1475665,1483388,669,1761,602,22857,24004742,62690762,11777,507040,362161,47299336,25280,163557,40849,23817,22997,2.37
1530550,1511774,692,728,523,21059,22828811,92245984,12077,436523,314010,51282606,24050,195916,479530,1712,24292,2.4
1519017,1483259,689,1836,714,21598,22309147,108678549,18529,444149,296025,66671715,32998,180934,565567,28904,36466,2.39
1489153,1502488,804,2285,755,25211,25171712,96487972,25778,451630,303063,81101511,25488,167990,801190,37601,50142,2.35
1549921,1532726,388,1190,646,17890,25687413,65380292,25825,473896,282573,110694362,13198,146174,1606251,51235,71013,2.35
1567811,1557491,514,1553,838,16418,27026820,49769712,20334,507347,300656,99918498,15704,121426,2779499,108261,92129,2.18
1455109,1503095,560,1435,669,16851,27716716,44082029,17542,511882,317584,66165770,13593,97732,2626300,130577,81430,2.07
1414116,1394165,644,1280,677,19166,27040241,46933896,16436,514981,340390,56244330,18012,127130,2398338,131006,87433,1.93
1374324,1371107,615,1707,447,17650,26987317,46964746,19686,528229,359902,47324735,14969,174616,667880,56637,63857,2.05
1378640,1388070,640,983,359,26837,27590032,48738314,19128,516166,306421,64319996,17942,157452,860723,37179,71394,2.31
1316858,1361492,937,1619,393,22972,26297650,52284638,22218,529153,351965,40176262,15622,154788,347597,18614,13798,2.39
1440697,1422343,798,1669,439,21312,25357909,60097223,20812,535050,335084,41134499,9720,145375,353986,23123,23123,2.38
1569098,1533486,760,1853,405,22179,23703694,65116149,23742,535366,337115,50403738,10763,142229,369698,24717,18708,2.4
1520004,1488088,944,1387,476,21222,22630105,102537412,21071,503079,328373,53689922,15885,140960,405519,26226,15383,2.44
1667931,1748784,920,1580,449,15064,24093494,93963850,12138,455715,300067,74690253,22124,146229,383301,30909,28257,2.37
1460019,1425366,886,2190,384,17338,25674037,72056936,11462,442738,301364,104600077,20096,158029,731427,41845,38436,2.35
1556563,1526505,861,1396,647,20023,26546010,58602662,11220,415125,293710,102412966,23158,166541,2666573,76243,60900,2.28
1542387,1553949,1066,1840,594,24931,26960610,46630052,15163,489896,295299,93887374,25903,157546,3464806,161428,79408,2.02
1460117,1510552,1229,1673,556,23198,27126561,49203268,15304,520198,344404,53673672,21243,148980,2032564,146328,91799,2.07
1402946,1413325,1050,1853,711,24814,27509275,46585228,16457,522361,340038,41088982,19165,137219,923330,53509,65952,2.16
1372300,1365990,1200,1970,736,24977,27255996,46603984,22210,539461,332568,42560195,15050,168214,907157,69047,38682,2.29
1357647,1360339,1003,2079,623,24438,27868423,39855448,20084,534349,318539,59534861,13170,116160,1600956,60343,51386,2.29
1357577,1353729,932,937,615,26962,25568043,50404010,11632,503986,365598,47090006,19442,165973,33072,25631,24443,2.39
1478613,1470241,790,1342,644,25154,22868450,80030197,11844,477543,350052,48552241,25648,182178,414816,5605,31659,2.45
1546368,1494700,1028,2139,654,23724,23192452,96998785,14183,477005,323481,57735900,20758,176520,484163,5098,41180,2.4
1557579,1509305,767,1647,718,17777,24027653,99167757,13253,438164,292588,72242914,19867,171670,738766,34013,36366,2.36
1577374,1552881,867,1000,467,23038,26201555,75247501,22802,443682,284810,102623538,22295,160890,1218599,48599,52230,2.31
1517050,1498156,966,1606,478,32782,24836638,83086030,32220,437268,288814,91167588,24512,121934,3220633,156503,90693,1.93
1505580,1521406,1184,1640,460,16945,27973326,46959567,22470,516260,320225,72893823,12068,108001,1961375,94067,75538,2.16
1402083,1455138,916,1581,527,19332,27681035,42105978,33021,609550,365860,59386442,11230,124192,1279539,106894,76184,2.21
1321442,1319262,832,1740,451,18837,27439765,48221295,9881,530711,361632,45169021,21917,152793,782224,47035,60523,2.19
1325978,1294187,950,2130,518,20397,27411110,46429853,9778,478811,353489,54067429,23036,175050,649463,36908,46323,2.34
1333731,1318224,1012,1946,673,19969,26568814,49839988,19725,521764,327717,50901359,21983,190306,511926,24559,28069,2.35
1453115,1437292,950,1779,649,16100,24742048,68607251,19605,528769,337986,40281864,25583,167059,1354576,69834,77335,2.22
1499508,1476300,915,1925,686,25074,22968745,96583728,20587,509937,328265,47075590,10856,159904,479074,27174,46232,2.41
1525465,1494380,773,1741,687,23630,22059445,99292977,23069,468002,307239,69731947,10310,129127,535905,27410,39674,2.4
1578414,1562195,831,1274,575,15789,24800172,81975162,29330,469681,308176,88303925,11006,136472,865187,42188,66301,2.37
1573611,1526456,1010,2128,516,18030,24557434,84848169,14297,388619,266523,117919405,26404,143871,2542236,64125,65035,2.17
1599545,1603173,703,1273,591,18615,27234145,55255899,16928,461376,305867,93096753,25342,144833,2851693,111687,78332,2.11
1511076,1519599,895,1690,368,20524,26138762,50871299,18930,509861,333640,59298163,26739,147750,2385507,146669,81114,2.01
1472307,1471512,749,992,389,19234,27469244,44997138,17873,508396,329302,48003902,17220,142183,1029868,100944,81843,2.04
1318808,1386130,1210,1867,448,22376,24285881,51521467,14903,469187,339394,47325756,19343,147254,488039,33479,64650,2.21
1352453,1327741,1093,2152,410,22361,27419603,44803744,16677,492926,339885,51025808,25005,170524,473317,25498,32196,2.32
1303160,1298322,745,2759,1071,42247,26705371,48521402,25679,539308,335424,47872183,20742,175526,610593,24805,15429,2.39
1498153,1481432,922,2564,1131,40851,25141592,62178468,29848,550223,361315,40429613,26225,168093,640890,26355,27797,2.4
1464893,1477312,795,2398,1093,36873,22868828,91016338,31704,519620,334047,42832114,26569,149751,1180937,60852,63226,2.23
1487019,1451889,733,1703,1062,37745,22524095,98162051,38859,473703,317134,56953239,21143,137683,688482,27869,37028,2.38
1550911,1485766,930,3530,1259,53299,21307448,110546384,52217,418883,290851,114572909,56562,171223,918310,9917,43987,2.36
1520317,1477759,524,1428,853,40719,25755277,70477478,45758,453470,303685,102042956,62958,160989,1165232,32972,59696,2.31
1580032,1554980,1079,1945,767,27258,26066310,59072379,42674,471802,311456,101356803,64242,155300,2629372,85231,60171,2.29
1474101,1500974,978,1660,543,25441,27852793,46563050,34147,568971,321350,80466396,60124,143797,2701497,149446,73667,2.12
1465952,1486306,903,2149,953,50283,24562547,68651196,50581,574775,330781,53801237,47154,145794,1762777,174302,78787,2.07
1393755,1388609,1134,2390,869,39812,27405713,45827074,32926,544364,345251,41772380,38450,146231,967148,71921,79691,2.02
1395531,1431684,1420,2499,812,38394,27848353,41747216,28425,574086,351985,46868022,10771,142261,741187,38911,55467,2.19
1342080,1402594,1253,2569,1034,46119,26034112,41041565,17308,564248,372211,45583589,29124,136757,599256,40229,24291,2.31
1316723,1324651,1731,2392,910,46963,26594745,49427497,20383,521694,371731,46359356,29148,169855,78038,23926,28010,2.4
1344102,1293722,1639,3908,1048,60661,26214269,61616415,29032,509220,330662,49108928,38117,192462,448568,1269,22554,2.37
1415615,1383338,800,3410,1182,17718,23944699,87526771,25848,466849,290113,79560226,28728,164765,702197,61371,78115,2.25
1613328,1569832,647,1750,963,34296,23880156,85445038,37809,487868,304336,63418550,13782,150595,805327,38092,75599,2.34
1493422,1503891,978,2363,1003,28118,25419009,69292206,34210,494193,295545,91856463,16485,120733,1734437,63643,72569,2.32
1484409,1496173,867,3271,1118,26126,26751397,50165377,34392,501059,328707,87063122,34012,132423,2207355,134603,80064,2.18
1556038,1518199,631,1351,655,15447,27220173,47624888,22519,509410,347990,73935494,35579,150000,2321790,110080,93631,2.12
1341184,1375779,782,1895,602,24875,25776299,49677405,17649,526952,340093,50792085,27196,163687,1381374,68580,59021,2.05
1397525,1395290,761,1942,497,22815,23394408,78972932,24931,492218,335483,49154345,19366,157683,625435,72353,44252,2.16
1335634,1382359,987,1632,615,21555,27679719,41359540,18892,550920,358785,47840709,9752,137883,477262,27234,43914,2.3
1309141,1348114,991,1966,577,19127,26700188,41927045,10401,537965,375663,47014290,20281,143775,412045,37433,25090,2.39
1342403,1352658,1247,1071,477,21858,25867686,49942373,15587,511186,365393,50026721,20511,170979,393186,64559,58915,2.23
1461551,1399710,1096,2616,539,24000,22740499,97873612,23743,530616,329970,50394178,21538,180813,689253,29747,34431,2.39
1529778,1506351,838,1975,1003,20384,22157298,104146662,24156,488992,319280,45911799,25753,169475,731186,32814,49332,2.42
1518790,1515610,773,2587,937,36369,21936536,109315977,45984,480580,314677,76168468,21434,158635,1293470,42989,72579,2.27
1563565,1523766,1138,2781,1182,30112,25635570,76517433,24781,464756,285476,107344624,14723,118606,1482239,50309,55921,2.37
1493341,1539441,539,1749,830,16233,27126865,53358416,25140,496338,306785,101632915,13059,120959,2250036,80151,68095,2.26
1528398,1545301,783,2538,1273,63197,18061578,45659033,34471,521837,380693,80096115,12765,128115,2233096,127585,88032,2.12
1159691,1162414,272,26137,1247,25218,24570674,119325548,12635,1122143,1088716,134814315,11053,4973,7557500,590795,1342,1.68
1049920,983122,6963,18979,2182,88645,21688009,128028843,10512,1187005,1121923,119469468,13684,6536,5383047,362810,1281,1.69
951932,975177,844,22559,1174,26535,19330789,163810434,10749,1044331,1057888,122489943,12416,7376,5132750,310755,1397,1.89
794357,815389,7575,20227,1851,42814,23661451,120794599,14566,1189665,1156977,122079988,11610,5869,5836286,376844,1361,1.77
986544,957198,929,19441,829,12241,23065187,128193639,10993,1167647,1157464,119919091,16997,7431,4761530,242868,1719,2.1
970674,975173,1087,22731,971,14433,20033205,154257945,10726,1154852,1163603,120909720,14648,7510,4823192,244601,6615,2.04
1147692,1140216,293,22248,967,13800,19728081,173778669,10373,828052,913130,151422792,10692,16263,5002111,253525,8894,2.03
1057200,1073990,295,21505,974,13532,19787180,147295754,9952,867992,679393,126511150,39196,43199,2430672,265840,13174,2.21
1168995,1166820,234,21762,1003,16916,22780897,136857777,10694,903773,829527,175205227,27342,14837,6506341,386802,1498,1.85
1181180,1184631,50,20651,1146,14254,22823034,93927465,40424,541079,354374,115994074,27646,4864,6704919,460526,1159,1.66
1103016,1109032,1146,18023,2043,77001,14969092,94076320,29508,1178110,1129968,130590820,10787,5266,6316458,477927,1160,1.64
1033910,1049150,782,21748,1251,22900,23691846,116525182,12008,1133781,1075254,112867772,13821,5578,5225487,319809,1134,1.64
920889,880131,8649,22293,2388,84509,23722039,121780246,13575,1059641,969510,171440221,16773,6084,5359660,295151,1437,1.86
948861,949392,925,21946,1071,23036,20603536,152191250,10223,1119832,1035989,139246151,10545,5585,5762439,301380,1390,1.86
834621,852274,10636,18284,1363,55260,20924941,152461170,10034,1136571,1150207,122541016,12594,7438,4755483,252142,1450,2.01
918552,940208,432,18332,807,11975,19733716,159519034,9785,1008650,1048192,122400884,10853,7281,4682727,235270,3148,2.24
1141117,1125278,306,21134,1015,13811,20691712,156914557,9514,928680,978320,155768113,10482,6703,5044544,251832,8355,2.05
1170700,1167491,297,20974,978,16011,23321713,134806628,12680,897947,789422,178260460,15133,15511,6285991,377866,9816,1.85
1040114,1052712,393,20287,1209,13975,23566954,120777955,26955,772465,532068,65481386,54666,45039,3673430,427943,15938,1.74
1100464,1109595,301,19861,1251,19046,22653635,87855705,27932,808635,950690,131828299,26292,5397,6411766,515209,1109,1.54
1007936,1023772,389,20855,1246,14617,24469641,113450189,32605,973300,915981,111512173,18407,5969,5749546,400817,1250,1.63
920703,952373,347,19487,1666,56503,12117852,111568458,36557,901015,1019670,125338517,13640,6884,5286730,300424,1369,1.73
790624,820060,523,17625,1176,23140,23879110,118719808,11931,1170807,1151137,112219278,11314,6843,4828943,299555,1480,1.92
902743,944893,3692,12812,2570,91272,16252306,110083856,12076,1149620,1139224,117213570,12232,7421,4879796,263785,1504,2
1009949,1000479,774,20051,996,24510,20463351,140812604,10830,1114207,1013456,142967983,11590,5627,5585660,342515,1462,1.95
1069381,1046653,8699,20675,2093,62248,17954228,162816503,12552,1026917,1049410,121061657,10881,6816,4725912,250425,1784,2.01
1105760,1110336,5899,21170,1025,11161,16911221,182651684,9245,917603,936169,143320008,13765,6306,5097218,266218,1749,2.03
1186536,1185722,176,19897,1017,13827,19201588,191462892,10534,805254,856002,167997380,12552,5821,5311765,276747,1667,2
961872,989255,97,20797,1041,13225,22196768,152128494,10507,895049,820744,185195562,15236,4655,5806586,313754,2975,2.18
1150355,1151446,113,19652,971,13173,23321180,121883117,11569,965108,999029,178641251,10563,4297,6709560,458014,8582,1.76
1034956,1016862,456,22029,962,14589,23304629,117503892,11504,1095452,1052483,155844076,23470,22690,2727771,246747,34287,2.32
1059966,1068364,326,17254,924,17121,19270904,156498228,11358,1116369,1048801,117404692,38233,17417,5752942,495839,9764,1.55
937243,967797,393,23720,1118,17385,24020456,114614519,11941,1230385,984503,86399474,31338,36350,3335076,339631,12307,1.93
941795,965537,326,21884,1088,12514,23417593,92694189,42695,485232,273993,68476533,27619,21735,4607987,281802,1860,1.92
924507,921971,368,21095,1008,13978,23747678,113097200,26093,1122993,1091272,115881136,14441,6461,4683189,255435,1884,2.02
1068227,1034235,368,19960,1377,50138,13486599,65597258,34098,998039,1047332,113150122,11960,6660,4660019,257683,2035,2.03
1097830,1097737,651,22113,1142,22555,18886544,166153292,12759,1115929,1069437,135500563,11038,4514,5832430,324990,1733,1.88
1240222,1170735,6249,18642,2224,81489,18497890,173121539,17186,956251,1023044,135583845,10959,6000,4847670,241396,1913,2.05
1029522,1060638,4788,30871,1107,12702,18995937,167560525,9742,892434,917133,163276728,10243,6051,5057736,246666,1637,2.06
1166229,1169618,225,27577,1092,16272,21018612,161555717,11555,885881,858216,186010552,12252,4822,5751569,289529,1672,1.95
974114,986551,180,27284,1089,15156,23206907,122036710,13652,968606,888242,173217166,14590,4888,6810930,481412,2904,2.05
1146197,1148583,330,24095,930,12349,19471489,135944032,13079,1055928,1016053,159715281,9577,4605,6670698,482167,7796,1.65
952526,940613,356,25656,963,14492,23127937,122167878,10724,1147564,1132149,122713379,11277,6988,4785526,320845,22332,2.27
958176,966171,402,23912,984,12390,24140117,118710492,15441,1216192,1149393,101451637,31647,16715,4389944,302345,17138,1.88
982985,987546,356,26111,942,15997,22799668,127113303,11856,1147762,1120438,118806111,26431,13493,3883662,295478,9283,2.12
1047762,1042863,402,23719,1018,16109,21035925,149909178,27808,592582,335075,62136281,47317,26859,3884969,319634,3179,1.98
1055593,1033505,483,22460,818,13308,17424686,174598160,10318,1128948,1070804,126042683,25591,7060,4846313,228017,1307,2.02
1097587,1085117,248,18749,791,14630,17359709,117356088,43795,324847,376749,95049650,30672,6561,5083053,243636,1317,2.06
1122578,1106853,358,19746,910,15331,17673843,189545314,23410,870565,906072,162765600,10416,5239,5650299,323686,1231,1.74
1146116,1142560,334,19260,1352,42840,11551040,83324327,40961,757913,824060,176911995,11036,5125,6031800,307512,1275,1.93
1166455,1192816,5469,15606,1529,67025,19126932,126608114,10486,930844,811728,183738394,13530,5473,6616925,344646,1357,1.79
1016224,1008793,820,21481,1033,28273,23230556,124263149,13522,1068456,917098,163575746,13017,4619,6746700,494523,1139,1.64
1170345,1133232,8341,20784,2188,85990,22544519,118860905,13838,1096252,1043123,119761249,11178,5323,6654353,520831,1054,1.42
