branch-load-misses,branch-misses,iTLB-load-misses,dTLB-load-misses,dTLB-store-misses,L1-icache-load-misses,L1-dcache-load-misses,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.all_demand_miss,l2_rqsts.demand_data_rd_miss,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.rfo_miss,cache-misses,LLC-load-misses,LLC-store-misses,CPI
1446872,1433007,361,1022,388,21140,25249360,74040855,29000,526863,313339,82505840,22780,147961,1423208,77626,70087,2.11
1583399,1444783,347,2261,534,22277,24452915,82183156,23073,485007,301888,98628771,19193,109295,1239497,47006,50252,2.33
1515440,1497732,192,1585,825,20578,25843740,51469880,13170,477980,310873,114961649,34868,137291,2755889,130889,61748,2.24
1533008,1504745,568,2066,1033,13362,27445549,45198849,8808,498289,332116,72927169,24343,142262,2664457,122490,82501,2.08
1479939,1479506,548,1866,1159,19268,28210375,46843077,13600,495811,343902,51872665,18840,184551,1863807,93447,70432,2.01
1374179,1427489,489,2227,954,16326,27496218,49513024,14323,530460,334944,47941570,18393,159654,857299,57259,67587,2.1
1214037,1246648,339,1909,837,17346,25100407,76514675,17668,486134,322157,58829202,20606,165157,1670378,73074,60674,2.14
1306344,1307634,594,837,791,18252,26852751,50362407,9011,502258,359213,46734588,15006,159926,463809,39773,45343,2.37
1382319,1340525,502,1570,552,19079,25290344,50682546,9047,491863,351389,49030526,16828,178604,407167,3902,42585,2.39
1495145,1446577,522,1604,330,17879,24462816,64675568,17178,501957,330141,48260499,17560,172467,390974,25632,34687,2.4
1585901,1527342,415,1098,404,16295,22457457,96634914,17562,506374,315848,53836999,18813,164113,442786,28851,25477,2.39
1606030,1583796,544,1529,532,19003,23934341,104939451,19433,460340,307481,62355550,19937,158954,589599,31449,48213,2.34
1424610,1443466,535,925,362,14769,24970225,81274199,20445,470273,302760,99310814,17444,147846,811734,39058,59773,2.3
1566705,1551666,422,1037,642,12185,26646900,55125922,18595,472132,284503,106744810,12193,103781,2714919,116418,78453,2.26
1513798,1542655,950,1486,502,14692,27518272,45874898,15150,489198,299178,76575107,12718,107834,2639486,137151,67562,2.13
1464386,1492149,711,2205,493,15551,27236580,47447720,17205,497993,325223,73189076,14960,124274,1677396,126709,75350,2.14
1366365,1367571,742,1706,666,21672,27647507,48084424,18482,500483,314016,67754138,15949,153883,1711453,76129,77209,1.96
1418104,1442472,870,1736,751,17195,26131220,47079088,17886,539401,325306,47382151,15918,173676,631713,36583,51120,2.3
1325140,1358158,770,1607,703,17913,24780045,64077856,19582,480234,333760,61157857,16148,156422,682889,22001,42364,2.31
1436614,1418786,678,2022,628,18191,26419167,42551378,15194,534576,332047,48040718,9102,143967,640079,30172,21500,2.4
1490040,1474916,756,1871,649,18688,24568590,59359511,21299,538831,353813,47380906,12467,133939,684246,31456,29024,2.39
1515253,1524974,804,1535,800,26274,22433963,106990911,15209,504139,362296,49827622,28053,153809,303523,39637,46518,2.36
1470737,1488693,510,1626,717,18850,23077339,97086926,11547,408768,335407,67968702,18213,177259,519824,8979,54445,2.35
1602037,1568542,426,1178,593,18234,24271574,82153120,11792,393624,274039,112075819,18662,166986,763713,37861,54021,2.35
1420683,1448908,568,1393,797,22605,26696076,59355904,13518,432949,283067,96453926,19833,152890,2241992,74432,55464,2.33
1497014,1547709,452,1447,464,18093,25388674,82359319,28336,541829,319877,73018495,18030,135947,2449935,129734,88968,2.17
1467596,1476291,632,1737,603,17943,27619686,42215856,21445,536874,330040,60319139,13002,126466,1963286,116190,77243,2.19
1343118,1402500,506,1565,619,17070,27292391,46192097,23787,552348,347266,46682437,13118,138323,912518,61188,62886,2.13
1347210,1344986,527,1058,594,16434,27174452,47199117,9703,528232,359008,46937049,19186,145064,335178,32555,44311,2.3
1318449,1277643,547,1305,518,16274,25889109,49404764,11315,493727,369334,50135570,20982,199709,426462,38480,23424,2.34
1474764,1423873,401,1982,581,19309,23947200,69140255,12559,473467,312177,59240244,24221,189649,874934,35623,49118,2.36
1540484,1508882,337,1828,891,24089,25291241,69403797,18524,518266,341170,50324358,21505,191613,526234,30572,35946,2.39
1542365,1520893,383,1525,879,15895,23502523,99584194,19504,450761,295576,71528521,20626,180226,595044,28421,42807,2.39
1542013,1561205,757,2230,998,19695,24599107,98906836,20116,434353,278451,82661622,20173,166440,788188,40046,72335,2.35
1562595,1562301,601,1368,898,15130,24750422,68636243,19173,473980,284026,97872245,13245,142270,1657207,50616,79501,2.29
1556140,1551277,681,1489,871,14919,24543219,63400088,15281,478156,296100,93275341,13072,96005,2743825,115088,86344,2.17
1450519,1443181,402,1398,732,16085,27308976,50156244,17551,517635,351644,74372888,14730,115376,2922095,159605,92640,1.95
1485053,1451186,460,1164,690,13139,27167036,50128009,10521,473492,348350,49958078,21395,179212,681971,60232,77930,2.19
1417249,1388694,531,1469,531,17276,26649283,50611869,11214,499733,345024,47021757,14500,170588,874059,48085,66704,2.26
1341477,1356401,540,1528,339,16517,27191960,50076803,17701,566314,343854,46840059,14425,161933,355703,29428,52266,2.3
1289561,1322374,544,1318,422,26840,24227758,61997246,27874,539811,348362,41708001,16212,157967,396086,22368,11818,2.35
1430569,1385622,502,1431,335,31534,25244194,52803913,23538,551496,345891,50428519,12391,137880,398990,24997,16765,2.41
1435901,1422726,960,1687,393,20758,22898461,75916379,12607,491935,348162,51064756,19438,151898,370526,25725,24928,2.4
1454340,1489384,764,1346,520,18752,23724742,84255820,17141,461768,348748,52407014,15422,165194,70807,23542,23936,2.39
1530213,1562871,533,2037,592,13975,22821502,89425623,13610,399441,298020,84685252,18699,177195,895935,32842,39584,2.37
1477387,1416888,327,1877,442,15561,25644112,75939150,16020,413882,295282,101448796,30783,174624,1267145,15284,38055,2.35
1515343,1550873,666,1625,685,17156,26777355,52983843,25675,447836,282176,109096229,22575,140098,2816618,136865,70449,2.12
1521525,1534851,659,1754,634,16481,26846364,50632795,15279,518108,337105,71631388,23093,146292,2799007,142688,84171,2.12
1523405,1509772,552,1811,899,16667,27795805,47055131,14107,505875,328050,51150553,12733,143750,1602378,117765,86321,2.11
1507090,1503485,613,1415,714,14969,27775590,45988755,16559,541275,349014,44188138,7766,137400,556147,51399,53214,2.25
1349951,1372365,534,1827,688,16308,27864285,41105502,14446,551296,340596,47163628,8897,162837,902708,57036,34186,2.3
1341749,1378039,376,3350,941,51526,27154863,45078436,30017,554967,370343,45139990,10202,135735,613142,23959,30030,2.37
1462245,1442900,632,3181,1068,46096,25487493,47963631,14168,539451,375865,48030243,25819,151115,655971,26496,33376,2.38
1414380,1434623,942,4245,1030,44418,23222557,72887914,15408,492658,362651,49679180,26472,170935,181978,26509,29255,2.4
1536990,1503578,705,2169,840,45336,22271117,106855190,17121,423839,319798,63358127,31283,175499,506551,4055,37659,2.38
1434984,1392193,507,1269,844,21702,23821476,88657320,15286,422336,308796,61457228,32239,174857,497175,4521,39864,2.36
1545524,1566297,686,1198,464,34188,25606213,95546771,35344,456324,292508,80301782,38711,149062,2025956,78232,69320,2.16
1514162,1554220,606,1686,519,17856,26644659,56119133,25170,517711,314566,76639249,36767,143898,1901131,108223,82862,2.17
1483720,1480445,489,1653,619,22451,26935363,55454530,30649,580866,354136,67606597,32846,141835,2263656,117418,84263,2.14
1396003,1407038,452,2110,531,28536,28143810,45678088,23418,550040,338666,47050756,25564,152352,825210,56270,66290,2.13
1387018,1375769,326,1582,640,31092,27188040,41835653,31576,586505,365583,47243163,10072,134351,437136,22892,49675,2.27
1309362,1270114,959,2175,720,30960,27033391,46455558,13175,516205,363472,47114377,30336,151243,623918,36624,53175,2.29
1338568,1320187,1214,3446,594,37025,25212619,47421803,17037,503168,368146,49195393,30219,201069,489539,26127,28991,2.37
1468665,1417113,895,3512,854,37918,24807525,71769397,30681,489836,327910,50411249,30450,193233,473945,28090,26636,2.39
1960137,1883365,854,2894,1029,41619,23630905,95068258,33500,490337,311266,50455243,32881,187129,505300,30821,29271,2.36
1479149,1464100,692,2063,937,36314,23183785,105011082,36581,480955,314947,67348290,35561,174977,830242,58973,61743,2.15
1565419,1553531,971,2948,1002,37093,24225022,101576879,44404,469324,278265,118180431,16982,138122,1560116,53093,83824,2.37
1520227,1541858,708,1862,856,27802,25370312,71679619,37515,517278,303034,109619065,23170,115677,2138946,55067,71070,2.29
1501226,1550223,732,1377,810,15071,27201816,46590867,26068,529724,334401,88194164,25043,116102,2338403,142286,93382,2.08
1500982,1517316,666,2807,775,19805,27254753,43028039,12148,502001,354512,60876698,30723,136678,2133020,141517,91744,2.12
1426798,1398728,896,2212,813,28711,27267949,49215644,10362,510323,355105,48543315,28591,162251,736527,57642,89311,2.17
1369116,1381706,678,1055,460,25825,26625073,48163743,21527,544468,342387,46774827,15764,163961,443654,33287,57309,2.24
1346995,1383115,724,1487,544,20143,27536475,51393018,21918,567479,352998,45992559,18097,164744,500976,39643,40343,2.29
1303001,1333304,790,1816,548,23586,27088434,53083805,20013,533743,336032,41307505,17843,147706,416913,27715,40049,2.31
1488155,1460241,895,1950,414,19324,26339472,59223076,21816,553937,345720,47215911,10549,149311,349406,21830,13195,2.4
1488574,1456249,1182,1466,456,22099,23231019,85136602,19672,513096,314702,59974185,11622,118529,2146999,103969,82003,2.14
1559947,1551234,619,1931,552,20902,21046261,118295026,15566,382687,323324,78199709,25438,192401,632611,24427,22275,2.39
1521905,1527287,566,1848,483,15133,24962969,69737731,15294,423305,315723,101504667,19502,182515,924212,14589,33107,2.36
1563471,1532939,834,1653,615,19628,24058834,73979911,13906,426402,279942,95158145,24131,170961,1961622,23485,43616,2.32
1578265,1578740,950,2060,686,28299,27279542,60283797,22235,487759,286334,88243027,21331,150645,2891477,133069,83115,2.14
1564329,1556563,854,1637,615,19559,27673511,46210381,14912,510121,322935,58888754,20217,156596,1735971,98791,63407,1.77
1510694,1505077,950,1758,644,31766,27970176,44423394,20673,504096,321796,43154994,16029,146362,1178762,63699,71476,2.03
1397652,1434084,1004,1600,670,28488,28075006,42191880,18395,555803,351619,48172350,11213,140063,865329,41039,49679,2.31
1326481,1386811,623,1799,653,27155,26506274,44515990,13835,531023,363287,46569130,15055,136261,1177708,48952,42660,2.3
1335623,1340883,782,657,632,24880,26077528,50099876,13074,495868,368898,46939845,19907,171016,57780,33908,51461,2.32
1412490,1380894,828,1729,741,26695,24976431,65632303,16966,463820,300535,68740636,21017,169425,964297,53047,65506,2.22
1527551,1519793,716,1315,447,17196,23905297,90330485,25140,522314,306793,69717682,25092,154370,831340,35518,47044,2.37
1540192,1534497,769,1372,550,22763,24616072,100811767,24811,502104,321470,73530616,19913,143089,667053,33921,57743,2.38
1577711,1595978,650,1810,473,16724,26173797,71990709,25805,517121,295814,91752367,18599,124645,1596876,38217,65215,2.29
1557187,1562441,803,1546,578,13573,26105650,50697224,22863,513800,311647,89998081,14163,100390,2641979,114211,79033,2.15
1470935,1518787,623,1611,485,18978,25291386,59651032,21393,522649,335324,67085344,11925,113133,2345967,114530,75093,2.13
1432110,1424940,682,2101,535,21033,27613118,47411034,11025,539919,348482,52860037,35425,139353,1034423,70702,77003,2.11
1376630,1366198,854,1838,699,19650,27732217,46000497,11088,491511,370636,49416780,19059,192655,690130,56428,44291,2.15
1311008,1340651,976,1835,733,20068,27856929,46313006,19972,521108,354382,50268576,21466,176377,638973,33013,54948,2.31
1364636,1376440,891,2018,766,20071,26649437,48710254,19592,555446,342858,49730357,27282,187963,483274,23981,30842,2.38
1411283,1405112,807,2017,791,22806,24751767,76964224,22838,495393,331251,68723807,24807,170586,578500,38518,49635,2.39
1426926,1433953,771,2113,732,22996,25223479,79595726,21333,478465,280158,94823877,12601,141545,1022219,33327,53136,2.33
1506066,1499450,590,1867,803,25032,21674077,96928596,12749,449980,348831,56318336,20794,166493,101145,29246,44188,2.38
1470933,1483005,503,1989,713,16828,22816492,107836162,14417,403911,319983,74180909,22694,176994,597163,4439,43199,2.38
1518661,1489270,510,817,569,15182,25198908,76394593,13073,419350,279970,97604933,21785,166862,1129700,33260,63974,2.35
1589226,1558291,292,1373,392,20007,26723949,52330519,19113,457715,296422,102817540,34495,143035,2501268,87150,74639,2.23
1506708,1553246,384,1672,317,19457,27142056,51564546,25168,545213,333647,72541661,37232,134747,2500315,124813,79782,2.12
1528639,1505429,645,1725,405,19290,25957850,66491910,28937,498947,335568,55531007,30020,132920,1875174,155227,72286,1.99
1394358,1440059,1312,1759,519,22850,27827562,41453092,18408,551819,340628,46870682,18293,134328,747222,52222,62536,2.14
1335647,1374377,1153,2258,758,30329,27037750,43917876,9167,513173,368104,49302861,17027,140260,386031,43659,43147,2.29
1325997,1301695,1713,2974,750,40676,23471279,75055530,31585,497827,328397,50148855,25668,183186,737696,20142,29252,2.34
1412487,1382210,1393,2921,1002,38315,25032533,53754618,33530,551487,346014,42094160,19823,174461,669985,29068,27571,2.41
1438038,1461521,1143,2399,1111,49514,23819183,66400780,37401,533117,354298,42326803,25765,163782,725086,31672,45276,2.41
1496059,1506995,1166,2110,1121,44475,22630015,110829940,37829,530769,333796,44783536,21682,148250,650993,28097,34851,2.42
1614130,1580172,957,2193,982,27099,23775876,89387984,34399,474807,303009,72276640,15269,134486,1069369,36294,38595,2.37
1498980,1537675,891,2844,1011,29861,25180659,67433145,19188,464224,303919,98550605,17947,138576,1145219,51146,57155,2.33
1504095,1523064,560,3014,848,19052,27170605,52972057,13383,480968,320740,94025382,27156,137697,2152721,135117,62452,2.29
1523393,1484730,523,1799,769,24811,27357539,46153007,11797,490519,361038,76864995,21673,143106,2209588,104420,86573,2.08
1486314,1466699,523,1656,765,21930,27362367,48541350,9452,490809,350918,56312643,19538,154896,1220843,111308,75846,2.09
1398913,1405372,732,1711,569,25187,27590596,54705528,25283,518015,330091,63784639,21414,158931,1541969,74254,52672,2.11
1317644,1330502,699,1851,682,24629,26700861,53182959,23614,567746,372230,42486458,18165,161574,492662,36897,55944,2.25
1308128,1292470,914,3122,746,45717,25311471,48207469,36785,570863,332770,49818923,16658,140392,435566,22311,17214,2.35
1514667,1490691,913,2291,791,35551,24436620,66265479,37958,551178,354678,46289164,19979,139088,459379,27883,18392,2.4
1483256,1473333,544,2503,774,37378,22580363,90447924,21332,517693,364164,52039444,32354,158996,52806,26217,26363,2.39
1588377,1612682,526,2617,858,33293,22776470,96189683,28488,445689,348997,70790934,39005,192016,514541,27512,28682,2.38
1438203,1410480,887,1940,1157,29918,25139402,88122494,29254,432084,312447,98640983,35462,185906,1008249,22008,43128,2.37
1554463,1563075,703,1537,922,28293,27197307,66719227,36584,463253,271292,103162740,45363,165214,1878285,51692,56368,2.31
1492949,1535994,740,1693,865,17438,27004537,49794741,17660,501738,301617,79735571,48447,157367,2414116,124319,73234,2.18
1513998,1504472,769,1747,869,18799,27275162,50270356,17402,552860,365567,59896976,36606,155148,2611068,142480,89720,2.08
1585588,1567745,1039,1731,911,21849,27746534,41156897,17229,522101,330650,48500918,19855,155032,1041667,113550,99828,2.07
1273985,1291751,1117,1347,983,40674,26077334,51587480,13684,495491,357233,45750005,16505,160128,636877,47351,58852,2.14
1199199,1215719,951,1691,644,28732,27543915,48246755,28637,536755,336498,69954694,26764,152685,820613,66111,66921,2.25
1290153,1320646,1041,2305,810,36853,26717145,52606914,22919,516015,325513,42222739,16760,152741,425438,22581,10650,2.36
1449427,1408324,1139,1772,686,40533,25700817,62117793,31036,550179,332655,49169998,13843,121685,482356,29730,28230,2.39
1537112,1528135,770,2232,632,31479,24288872,70300950,27924,561761,351920,49273093,22715,137506,384411,25791,12308,2.41
1488754,1483495,819,6800,1249,85856,20926320,101496382,47636,463719,307046,66350438,59959,169342,1299673,22979,42490,2.31
1527385,1522439,806,1938,757,27937,24265881,90208528,43001,443886,283740,93551894,37947,163748,1164685,34974,38126,2.36
1465900,1470052,1213,1998,879,31104,24672929,65179215,35631,479949,281773,101665899,37552,137879,1871799,42201,61911,2.32
1534251,1544506,1400,1647,848,20531,27092896,46522898,40512,534074,311441,84186452,57934,103070,2853010,128399,86979,2.11
1495271,1515160,627,3053,765,20295,27537988,42372796,16279,506791,333331,63221603,43168,124777,2439003,153547,53601,2.05
1415227,1395726,1370,2271,992,42388,27434726,46157584,17121,514096,338642,52422242,41295,141222,1194603,94166,80465,2.05
1361605,1408995,1076,2452,749,44557,27706722,49409888,29047,606715,343564,46437742,18605,165229,949180,58172,67240,2.13
1329202,1370060,870,1919,704,52685,26858435,49053469,33259,552575,349748,41144459,18927,161901,331625,22838,37995,2.28
1317589,1312141,1256,3386,909,46471,27171335,48644918,43813,577160,326773,55750766,35341,113405,1420723,49718,52137,2.29
1405467,1405378,947,2884,1085,64684,25573127,56082015,27628,561124,373482,48606343,36782,156960,240028,26620,18347,2.39
1404460,1393956,829,4026,1224,63088,22973937,80280933,32927,512218,357035,52094439,41383,194780,528602,18379,29194,2.39
1531282,1476446,766,3811,1212,74594,22727991,95969358,59826,491119,316432,62593462,51301,187666,500478,28569,34579,2.38
1548226,1551150,519,2463,1260,48685,24207978,90150472,72613,503926,287298,90325844,56275,171680,957571,36343,54836,2.35
1516884,1536017,1114,2243,991,33612,25552287,69279419,65294,511433,296010,82217170,58842,150712,1886361,51718,89852,2.25
1488766,1489815,1154,3203,1276,46644,26712352,50982181,36296,537296,341104,74363749,36909,141203,2284569,111958,96892,2.11
1555026,1546385,1127,2438,1085,32685,27045445,46799034,26811,515216,334898,62829715,54470,122228,2213656,119634,79986,2.08
1367559,1344081,1264,2590,1049,48527,27043959,51813861,31555,525611,338102,47970956,38669,151075,549317,89197,60182,2.18
1376604,1403499,1257,2287,770,48716,27225380,50040609,30519,576758,360908,47557040,17186,172782,645620,33851,44851,2.25
1322517,1355461,1256,3161,995,46801,26916669,50031460,29364,529348,332701,43637837,25582,156785,315175,19295,27256,2.35
1442543,1399417,1269,3820,929,59202,25960290,58404095,42219,559325,332424,49524600,17676,142649,349607,22903,15871,2.42
1485465,1462185,1046,3196,1084,59063,23794697,69471815,48987,560270,354261,56185002,39081,132094,1166979,74295,66057,2.25
1484894,1510800,1059,4381,1072,70252,22087481,92275770,38779,452482,337887,61127765,45429,188331,687853,23917,25999,2.4
1552402,1531275,728,2697,1367,62617,22384090,107882062,48650,435319,290531,80412859,54317,178616,952524,8764,36738,2.38
1587320,1548879,714,2402,1033,36658,23944404,68017737,42692,448401,275811,113672254,52117,159750,1373940,51709,52732,2.36
1551383,1592822,841,2141,696,30007,26453141,53968960,49957,514734,298698,106309599,66831,141835,2439414,76080,73560,2.24
1569108,1548079,606,1280,736,19519,26500186,43558036,31322,499481,297202,84168826,34354,120590,3194324,145849,95898,2.05
1401707,1412518,778,1833,606,24749,25923670,50737998,15248,526001,345250,49569665,16679,100867,2817312,156944,95810,1.83
1403413,1401009,422,1795,485,21439,27762493,46045057,20336,539164,363780,49514377,22604,160424,949051,58656,74898,2.04
1408083,1417634,699,1419,527,30065,27464905,49213798,22172,519198,327593,47121902,14717,168829,436625,29975,49205,2.28
1290274,1347796,594,1569,607,18579,27148555,48990725,23569,559882,343043,39939690,19914,161338,456919,27784,42194,2.34
1339485,1349741,640,1883,644,20456,26317185,51911963,23552,572360,370353,41200131,17676,157822,366359,23877,20130,2.41
1483742,1485809,665,1636,439,19210,24969227,72819189,23346,510438,302685,55948114,11270,145642,471779,25289,36595,2.41
1510056,1502748,612,1701,548,22924,22351661,90087872,24145,527555,329824,51327703,11403,121263,1175862,70381,71510,2.17
1494322,1492138,229,1827,642,20205,23291669,109380349,14790,446514,329101,63360601,26212,163595,114005,28410,35048,2.38
1529416,1558046,339,1610,531,12509,24441827,77688651,14949,421997,307444,97180096,46529,168016,689100,37254,32991,2.37
1604085,1581841,309,1714,733,16046,25310428,69619624,31230,443535,322332,112391706,46751,166678,2926391,83305,44283,2.21
1542570,1569587,505,2520,827,16746,27777577,45771284,17670,519249,298046,103057982,37450,162478,3364641,183685,78909,2.02
1478183,1505524,514,1953,928,16383,27359083,46300300,13007,526295,335737,58009731,31713,169455,2524291,168017,74458,2.08
1463505,1431293,756,1358,844,22301,25968070,54591973,22248,524120,343010,42921130,21127,162882,936582,51907,86764,2.07
1446074,1436271,657,2101,791,20659,27391133,40833858,21252,536470,337135,46623020,9580,146721,654130,51055,55006,2.28
1327646,1390301,820,2229,942,21929,25965640,44051497,10452,521539,369398,46149837,20172,157947,698513,39700,39421,2.32
1299612,1297586,715,807,786,33805,25028800,51766011,15851,462949,365566,48787977,33444,182152,386821,28158,31976,2.41
1470515,1425469,775,2676,908,41797,24966614,69480450,32264,493419,321572,47858806,26337,177288,468407,5675,46504,2.38
1544337,1508988,508,1865,779,37871,23178983,105217554,32738,527916,332931,52551375,29739,164231,957608,44840,57810,2.36
1594427,1579245,587,2039,714,30972,24023762,104558280,33601,506681,333568,59023968,36310,157639,1023109,66698,63788,2.19
1570403,1574972,337,1471,593,19683,24326673,87823505,36271,515535,323242,89317367,29208,118920,1721551,72019,76672,2.17
1497069,1524363,1178,1206,537,15209,26482430,67860612,32960,490529,303144,108879482,24862,106934,2613289,117476,63443,2.14
1413971,1440657,941,2710,564,18653,27084716,43075721,22566,519298,343142,76755819,29586,126558,1838603,98839,72086,2.11
1438085,1390188,1344,2010,543,18723,27502789,45320001,8173,484788,338548,50452449,26253,151225,936808,76931,78268,2.1
1411592,1411022,1069,2036,917,25930,26562598,45364617,21366,499662,337089,50591234,22510,178706,1137836,48749,47489,2.21
1343967,1382418,1358,2548,985,40748,23908092,70314006,36018,524016,351760,41603250,24509,170130,730260,36175,53774,2.33
1356814,1360895,1067,2465,971,36696,26613192,48824197,25480,532503,337919,39781705,9720,152814,565813,20333,28248,2.36
1512505,1487490,1259,2341,950,41148,25224993,55098973,40586,512125,319493,63996051,20598,123843,776401,32090,40106,2.4
1457397,1454264,1023,2831,926,38959,23384125,67569872,26241,515396,343453,51255988,24280,146849,698145,37506,38809,2.39
1497047,1539140,1060,2703,1019,43981,22091988,96989375,29533,463077,354464,60937883,33431,174541,302933,28797,34248,2.38
1529606,1518981,672,1254,856,28859,22282862,136008882,29122,419408,282864,92917049,35031,163444,1055519,32981,47408,2.36
1389750,1428548,930,1423,637,28317,25230902,85314342,37705,432308,280020,113227061,37605,149961,1075604,49494,72827,2.31
1576293,1559876,639,1609,559,13986,26946095,49066791,36334,547832,318661,102540143,35753,117250,2788961,127271,70591,2.19
1488898,1528774,1028,1897,572,15882,26654478,44591699,21734,527513,318378,70293568,25392,94502,2982421,139922,79434,2.02
1451328,1482710,1058,3056,677,17200,27792949,40792473,18150,568799,356917,53657908,30420,122702,1544245,106727,90331,2.04
1397602,1382584,1038,2525,841,26598,27606556,46004394,7848,495776,344394,43984635,15845,164122,900774,61623,69182,2.13
1439299,1385790,574,2761,816,32298,25554042,48591167,15158,486198,343307,48299855,20913,174768,421631,33393,41934,2.33
1338289,1338438,518,2079,782,22162,26937363,65288386,22942,492387,307116,67130640,26942,178799,522018,24417,35056,2.37
1414612,1394857,573,2646,783,20413,25890118,50901234,20507,519673,343493,41521960,27280,175468,465046,25659,36207,2.39
1423483,1443389,590,2364,837,24373,24144440,61441178,21027,519493,331231,46588382,13132,187450,745592,35738,56475,2.4
1476309,1457021,841,1961,946,24296,23143184,124357681,26194,469582,307270,49755373,10874,135048,467788,29443,51568,2.39
1549174,1562105,866,1667,782,20688,23402187,97338448,22036,482304,324491,96915105,24184,139854,1012598,56068,63289,2.37
1487318,1520626,588,3536,949,20465,25642927,61894702,11982,498784,331824,86879136,23674,135907,1296870,53532,97545,2.25
1432027,1401746,723,1539,922,21373,25939785,58049674,13965,472856,348897,80306717,22546,149853,2134694,105910,70338,2.18
1559070,1566943,581,1096,380,19426,27408737,44931468,14809,500481,310228,81510592,21424,142613,2615928,144396,73382,2.09
1458874,1512029,724,1465,452,19264,27441847,50676602,15110,530356,338675,54715519,22173,149292,1217523,118705,68948,2.14
1428203,1440849,774,1222,497,20190,27507581,50512939,18315,534727,353106,41732752,15415,134989,718852,45910,51335,2.15
1352248,1367308,803,1928,598,23393,27104813,49864203,19747,556714,356219,41548287,21026,175564,474647,57161,24805,2.31
1304131,1297232,652,1836,523,19564,26398973,47643634,23599,556123,339586,47550604,10594,148603,351519,19160,26021,2.38
1426401,1393287,766,1703,414,23641,26240424,52348339,19475,484165,297505,79476361,18697,140668,617246,30975,33825,2.38
970517,986985,8261,22212,883,58570,18136957,193340446,10864,854164,928974,140765274,13646,7527,4829095,247494,1572,2.05
1167137,1143820,2836,25541,932,13424,20744246,159195469,10734,960781,1009060,166996746,10591,6447,5368398,280366,1446,2
1161090,1163073,167,23664,912,12842,20044559,166590881,10596,954894,931992,166186131,10001,4929,5934902,310633,1507,1.9
1111560,1120495,198,22164,962,13906,23814501,132005811,10566,1035134,946080,171259774,16462,8123,5711631,341095,18808,2.36
1151442,1151400,154,20866,796,16164,23375223,114781756,11766,1103038,1027448,160505216,11437,15884,7044429,547523,8416,1.67
974869,993897,313,22887,921,20941,23660286,117043540,15793,1087881,838918,72629157,57189,41566,3527788,450352,15163,1.75
1010226,1027422,557,4181,331,17664,24556261,93029893,42164,612113,579720,92059547,42530,34192,5693594,371828,2193,1.69
931904,947410,650,25364,1417,25238,24019626,117148796,24803,1267624,1178809,113241149,12757,8564,4885056,269348,1668,1.83
871442,901672,922,22162,1244,52843,15826449,51722074,48340,808517,1040005,122108403,12021,8245,4567590,252272,1606,1.97
958666,944576,757,20540,1297,41210,22478109,128832361,26850,1151583,1132583,118208654,13669,8255,4490560,242101,1617,1.99
939156,973667,4210,14263,1802,111696,15321099,114447585,22847,1150492,1177883,123721697,20418,8943,4577155,232868,1678,2.02
1147523,1131378,2188,23174,1390,36627,18790916,179526467,23843,1068332,1092273,124721292,33573,8114,5489078,317927,2180,1.8
1067118,1067038,5471,19421,2171,61180,19079321,183453320,27922,917833,944781,146596036,28350,8303,4971161,231785,1816,2.05
1173729,1171665,582,32090,1157,18719,19788706,168865456,28413,882120,879694,180059813,26974,8483,5549518,290250,1690,2.07
1191602,1194957,153,25835,1062,16320,23237184,139602019,26697,971424,839605,187638973,23266,5880,6406476,349918,2149,1.88
1163747,1166226,355,24177,960,14736,24103230,118164349,16517,1081209,946762,164536664,38973,7508,4396948,244890,32518,2.39
1011215,1028734,620,24466,1168,25809,24231371,114111573,14278,975399,868860,106708588,20651,16990,6484120,531146,10911,1.78
1009028,1026646,326,10094,380,12692,21550970,126601772,12627,1052561,879318,83245307,60490,44637,3367305,349434,16190,1.75
970046,976340,201,5090,489,13372,24543407,92349405,40683,422102,336531,81555706,23898,21500,5123496,302232,1421,1.82
940238,963851,146,6552,427,12718,23833588,115885939,25740,1188603,1152278,115860198,11410,7088,5192420,315884,1454,1.86
894410,881467,159,5720,389,31148,18373248,53992189,60188,609725,775379,121244325,11000,7108,4838585,280252,1551,1.97
1071442,1041622,535,21647,1008,23138,21047488,131997107,23131,1088458,1111442,114763905,13932,7120,4731813,257469,1532,2.06
1176587,1101977,3476,17518,1790,109344,15038227,178101854,14705,1057418,1110961,119698237,10414,6899,4905940,258309,1672,2.05
1110902,1085816,4641,16144,1777,34457,18531173,180295417,10049,816214,914170,139518009,12416,6376,5555895,341341,1285,1.78
1154751,1154472,1036,25615,1187,21655,19308771,167555635,10424,898298,876055,182625121,17514,6124,5389845,300845,1572,1.96
892419,926606,2657,26596,1159,14001,22053076,144581890,11247,844606,813835,175391524,16996,5536,6397261,361820,1713,1.9
1148978,1155839,267,20342,1133,13435,23986316,117276105,11019,1056549,917568,167995609,11072,5017,6843752,498771,1341,1.73
1146179,1130177,267,26212,996,13487,24083664,116022461,11408,1159694,1075274,139878878,12777,5524,5501461,279994,19024,2.34
975211,995008,368,20388,807,14109,23211983,116277574,11102,1117995,911285,95475102,35229,26105,4636358,374873,8312,1.73
